run_id,tier_id,seed,budget_index,budget,timing_repetitions,cold_seconds,warm_seconds,speedup_cold_over_warm,cold_objective,warm_objective,objective_difference,consistency_tolerance,cold_iterations,warm_iterations,cold_initial_scenarios,warm_initial_scenarios,cold_final_scenarios,warm_final_scenarios,cold_master_seconds,warm_master_seconds,cold_oracle_seconds,warm_oracle_seconds,cold_peak_memory_mb,warm_peak_memory_mb,cold_lower_bound,warm_lower_bound,cold_upper_bound,warm_upper_bound,cold_gap,warm_gap,cold_master_solve_count,warm_master_solve_count,cold_recourse_lp_solve_count,warm_recourse_lp_solve_count,warm_reused_scenario_count,warm_scenario_reuse_rate,training_scenario_count
m0e3_formal_v1_20260823_M0_E3_P1_seed2026072404,P1,2026072404,2,8479.465183601376,1,32.839598400001705,16.30725650000022,2.013802775470004,68336.18388136307,68336.18388136307,0.0,0.006843618388136307,2,1,4,5,5,5,0.22454410000136704,0.1080238999966241,31.55569960000139,15.200029100000393,122.17578125,113.91796875,68336.18388136306,68336.18388136306,68336.18388136307,68336.18388136307,1.4551915228366852e-11,1.4551915228366852e-11,2,1,1000,500,2,0.4,500
m0e3_formal_v1_20260823_M0_E3_P1_seed2026072405,P1,2026072405,0,5870.3989732624905,1,16.22189100000105,16.092829200002598,1.0080198328332741,148009.752092022,148009.752092022,0.0,0.0148109752092022,1,1,2,2,2,2,0.06615420000161976,0.06240729999990435,15.129887200000667,15.050325299998804,110.71484375,114.2890625,148009.75209202198,148009.75209202198,148009.752092022,148009.752092022,2.9103830456733704e-11,2.9103830456733704e-11,1,1,500,500,0,0.0,500
m0e3_formal_v1_20260823_M0_E3_P1_seed2026072405,P1,2026072405,1,7174.932078431933,1,16.216085299998667,16.5672029999987,0.9788064587607178,120575.42402686372,120575.42402686372,0.0,0.012067542402686371,1,1,2,2,2,2,0.06572230000165291,0.06747600000016973,15.090136700000585,15.44102550000025,111.2890625,112.28515625,120575.42402686372,120575.42402686372,120575.42402686372,120575.42402686372,0.0,0.0,1,1,500,500,1,0.5,500
m0e3_formal_v1_20260823_M0_E3_P1_seed2026072405,P1,2026072405,2,8479.465183601376,1,16.634545099997922,16.590927699999156,1.002628991023737,93307.01274717004,93307.01274717004,0.0,0.009340701274717002,1,1,2,2,2,2,0.06514400000014575,0.06727529999989201,15.520115100000112,15.451472699998703,112.078125,110.20703125,93307.01274717004,93307.01274717004,93307.01274717004,93307.01274717004,0.0,0.0,1,1,500,500,1,0.5,500
m0e3_formal_v1_20260823_M0_E3_P2_seed2026072401,P2,2026072401,0,8805.598459893736,1,48.648434599999746,48.578095900000335,1.001447950947773,195182.93325973238,195182.93325973238,0.0,0.019528293325973237,1,1,4,4,4,4,0.12960409999868716,0.12570229999982985,47.05036010000185,46.91961249999804,187.046875,191.4375,195182.93325973232,195182.93325973232,195182.93325973238,195182.93325973238,5.820766091346741e-11,5.820766091346741e-11,1,1,1000,1000,0,0.0,1000
m0e3_formal_v1_20260823_M0_E3_P2_seed2026072401,P2,2026072401,1,10762.3981176479,1,48.65013220000037,48.67489819999901,0.9994911956487946,154300.23974839706,154300.23974839706,0.0,0.015440023974839704,1,1,4,4,4,4,0.13241439999910654,0.13003480000043055,47.02774980000322,47.09014840000236,188.890625,189.04296875,154300.23974839703,154300.23974839703,154300.23974839706,154300.23974839706,2.9103830456733704e-11,2.9103830456733704e-11,1,1,1000,1000,1,0.25,1000
m0e3_formal_v1_20260823_M0_E3_P2_seed2026072401,P2,2026072401,2,12719.197775402063,1,48.83264129999952,48.79560280000078,1.0007590540514595,113603.73742995074,113603.73742995074,0.0,0.011370373742995073,1,1,4,4,4,4,0.14267279999694438,0.1256175999988045,47.18697509999765,47.15065129999857,189.39453125,189.68359375,113603.73742995074,113603.73742995074,113603.73742995074,113603.73742995074,0.0,0.0,1,1,1000,1000,1,0.25,1000
m0e3_formal_v1_20260823_M0_E3_P2_seed2026072402,P2,2026072402,0,8805.598459893736,1,103.1144867999974,103.70844489999945,0.9942728087324539,236014.9138931337,236014.9138931337,0.0,0.023611491389313368,2,2,3,3,4,4,0.17580269999962184,0.18415040000036242,101.38487890000033,101.94038759999967,204.65234375,206.10546875,236014.91389313363,236014.91389313363,236014.9138931337,236014.9138931337,5.820766091346741e-11,5.820766091346741e-11,2,2,2000,2000,0,0.0,1000
m0e3_formal_v1_20260823_M0_E3_P2_seed2026072402,P2,2026072402,1,10762.3981176479,1,160.95170320000034,103.65162170000258,1.552814134117849,194955.71197073,194955.71197073,0.0,0.019505571197072996,3,2,3,4,5,5,0.2959694999990461,0.2358299999978044,158.96026840000195,101.86503889999949,214.20703125,197.15234375,194955.7119707299,194955.7119707299,194955.71197073,194955.71197073,8.731149137020111e-11,8.731149137020111e-11,3,2,3000,2000,1,0.25,1000
m0e3_formal_v1_20260823_M0_E3_P2_seed2026072402,P2,2026072402,2,12719.197775402063,1,160.79391290000058,48.79795550000199,3.295095281194599,154133.07503978984,154133.07503978984,0.0,0.015423307503978982,3,1,3,5,5,5,0.2892252000019653,0.15582160000121803,158.9296144,47.15132640000229,193.69921875,186.61328125,154133.07503978984,154133.07503978984,154133.07503978984,154133.07503978984,0.0,0.0,3,1,3000,1000,3,0.6,1000
m0e3_formal_v1_20260823_M0_E3_P2_seed2026072403,P2,2026072403,0,8805.598459893736,1,103.41043200000058,104.09987980000005,0.9933770547927235,238617.3080278897,238617.3080278897,0.0,0.023871730802788968,2,2,2,2,3,3,0.25488119999863557,0.2128387999982806,101.6681849000015,102.34372179999991,203.22265625,194.140625,238617.30802788964,238617.30802788964,238617.3080278897,238617.3080278897,5.820766091346741e-11,5.820766091346741e-11,2,2,2000,2000,0,0.0,1000
m0e3_formal_v1_20260823_M0_E3_P2_seed2026072403,P2,2026072403,1,10762.3981176479,1,103.68772660000104,48.32905039999969,2.145453422772025,197567.76903527134,197567.76903527134,0.0,0.01976677690352713,2,1,2,3,3,3,0.22601360000044224,0.09092220000093221,101.93720190000386,46.70337930000096,208.9765625,192.55859375,197567.76903527137,197567.76903527137,197567.76903527134,197567.76903527134,-2.9103830456733704e-11,-2.9103830456733704e-11,2,1,2000,1000,1,0.3333333333333333,1000
m0e3_formal_v1_20260823_M0_E3_P2_seed2026072403,P2,2026072403,2,12719.197775402063,1,104.72830750000139,48.65667340000073,2.1523934988124327,156750.9690752105,156750.9690752105,0.0,0.01568509690752105,2,1,2,3,3,3,0.21731550000185962,0.09789140000066254,102.96883889999663,46.869539900002565,198.421875,201.73046875,156750.96907521045,156750.96907521045,156750.9690752105,156750.9690752105,5.820766091346741e-11,5.820766091346741e-11,2,1,2000,1000,1,0.3333333333333333,1000
