run_id,tier_id,seed,budget_index,budget,timing_repetitions,cold_seconds,warm_seconds,speedup_cold_over_warm,cold_objective,warm_objective,objective_difference,consistency_tolerance,cold_iterations,warm_iterations,cold_initial_scenarios,warm_initial_scenarios,cold_final_scenarios,warm_final_scenarios,cold_master_seconds,warm_master_seconds,cold_oracle_seconds,warm_oracle_seconds,cold_peak_memory_mb,warm_peak_memory_mb,cold_lower_bound,warm_lower_bound,cold_upper_bound,warm_upper_bound,cold_gap,warm_gap,cold_master_solve_count,warm_master_solve_count,cold_recourse_lp_solve_count,warm_recourse_lp_solve_count,warm_reused_scenario_count,warm_scenario_reuse_rate,training_scenario_count
m0e3_formal_v1_20260823_M0_E3_V2_seed2026072404,V2,2026072404,2,1599.4180007401926,3,2.9937855000025593,1.8791657000001578,1.5931460966972246,16903.265564059082,16903.265564059082,0.0,0.0017003265564059082,2,1,3,4,4,4,0.07772710000062943,0.04709250000087195,2.0643109000011464,0.9775662000029115,76.26171875,75.34375,16903.26556405908,16903.26556405908,16903.265564059082,16903.265564059082,3.637978807091713e-12,3.637978807091713e-12,2,1,200,100,2,0.5,100
m0e3_formal_v1_20260823_M0_E3_V2_seed2026072405,V2,2026072405,0,1107.2893851278257,3,1.8856534000005922,1.8432450000000244,1.0230074678084395,26856.3343094475,26856.3343094475,0.0,0.0026956334309447497,1,1,4,4,4,4,0.04850129999977071,0.04758579999906942,1.0020292999979574,0.991907400002674,75.22265625,74.48046875,26856.334309447495,26856.334309447495,26856.3343094475,26856.3343094475,3.637978807091713e-12,3.637978807091713e-12,1,1,100,100,0,0.0,100
m0e3_formal_v1_20260823_M0_E3_V2_seed2026072405,V2,2026072405,1,1353.3536929340091,3,1.8609166999995068,1.8459914000013669,1.0080852489335155,21679.09268883419,21679.09268883419,0.0,0.002177909268883419,1,1,4,4,4,4,0.04497519999858923,0.04481309999755467,0.9899272000002384,0.994899199999054,75.234375,76.08984375,21679.09268883419,21679.09268883419,21679.09268883419,21679.09268883419,0.0,0.0,1,1,100,100,1,0.25,100
m0e3_formal_v1_20260823_M0_E3_V2_seed2026072405,V2,2026072405,2,1599.4180007401926,3,1.8990912000008393,1.9528532999975141,0.9724699750888901,16550.048532553752,16550.048532553752,0.0,0.001665004853255375,1,1,4,4,4,4,0.042267200002243044,0.04700339999908465,1.0492778999978327,1.062413399999059,75.19140625,74.84765625,16550.048532553752,16550.048532553752,16550.048532553752,16550.048532553752,0.0,0.0,1,1,100,100,1,0.25,100
m0e3_formal_v1_20260823_M0_E3_V2_seed2026072406,V2,2026072406,0,1107.2893851278257,3,1.880481600001076,1.888395900001342,0.9958089826395724,19727.0140867981,19727.0140867981,0.0,0.00198270140867981,1,1,4,4,4,4,0.04676100000142469,0.04343679999874439,1.0584713999996893,1.0318799000015133,76.01171875,75.67578125,19727.0140867981,19727.0140867981,19727.0140867981,19727.0140867981,0.0,0.0,1,1,100,100,0,0.0,100
m0e3_formal_v1_20260823_M0_E3_V2_seed2026072406,V2,2026072406,1,1353.3536929340091,3,2.8923974000026647,2.9696844999998575,0.9739746427618164,14596.371590177432,14596.371590177432,0.0,0.0014696371590177432,2,2,4,4,5,5,0.06950850000066566,0.0688914999991539,2.025692200000776,2.037192799998593,76.59765625,76.20703125,14596.37159017743,14596.37159017743,14596.371590177432,14596.371590177432,1.8189894035458565e-12,1.8189894035458565e-12,2,2,200,200,1,0.25,100
m0e3_formal_v1_20260823_M0_E3_V2_seed2026072406,V2,2026072406,2,1599.4180007401926,3,2.9461570999992546,1.8985942999970575,1.5517570552085933,9473.427294936557,9473.427294936557,0.0,0.0009573427294936556,2,1,4,5,5,5,0.07274690000122064,0.05208019999918179,2.0336281999989296,1.0423256999965815,75.484375,74.4140625,9473.427294936557,9473.427294936557,9473.427294936557,9473.427294936557,0.0,0.0,2,1,200,100,2,0.4,100
m0e3_formal_v1_20260823_M0_E3_V2_seed2026072407,V2,2026072407,0,1107.2893851278257,3,1.835416300000361,1.8871517999978096,0.972585406220364,19501.034797122666,19501.034797122666,0.0,0.0019601034797122664,1,1,3,3,3,3,0.04452589999709744,0.04521519999980228,0.9925776000018232,1.023188700000901,74.97265625,74.36328125,19501.034797122666,19501.034797122666,19501.034797122666,19501.034797122666,0.0,0.0,1,1,100,100,0,0.0,100
m0e3_formal_v1_20260823_M0_E3_V2_seed2026072407,V2,2026072407,1,1353.3536929340091,3,1.9573306000020239,1.8419678999998723,1.0626301359552246,14371.99064084223,14371.99064084223,0.0,0.001447199064084223,1,1,3,3,3,3,0.047953099998267135,0.04603289999795379,1.0690073000005214,1.0081193999976676,74.875,75.6015625,14371.99064084223,14371.99064084223,14371.99064084223,14371.99064084223,0.0,0.0,1,1,100,100,1,0.3333333333333333,100
m0e3_formal_v1_20260823_M0_E3_V2_seed2026072407,V2,2026072407,2,1599.4180007401926,3,1.8945242000008875,1.8835811999997532,1.0058096778631767,9249.217510876935,9249.217510876935,0.0,0.0009349217510876935,1,1,3,3,3,3,0.04482110000026296,0.042549800000415416,0.9946807000014815,1.0072570999982418,75.73828125,74.8046875,9249.217510876935,9249.217510876935,9249.217510876935,9249.217510876935,0.0,0.0,1,1,100,100,1,0.3333333333333333,100
